boule_1,boule_2,boule_3,boule_4,boule_5,numero_chance
41,35,47,26,22,5
16,2,28,40,14,1
9,26,8,48,46,7
3,8,40,39,32,1
40,18,39,24,17,1
49,9,35,23,1,1
49,41,8,9,40,3
48,41,37,32,43,7
6,25,21,5,33,1
43,33,36,12,2,5
37,6,15,21,17,4
6,46,47,11,1,5
28,16,37,19,2,10
16,5,41,11,36,5
32,35,19,23,43,10
45,32,19,49,36,7
2,38,43,14,3,4
3,30,10,29,39,10
27,9,38,18,20,1
22,40,21,12,45,8
26,25,12,49,8,1
11,7,43,45,14,3
5,34,42,16,10,10
28,14,39,12,38,10
23,42,11,31,13,4
40,9,22,13,45,5
6,41,28,16,34,4
28,6,7,32,2,4
19,12,28,29,45,4
40,47,38,11,21,6
18,41,39,21,37,9
20,49,14,26,4,2
27,19,5,26,28,9
8,33,22,45,19,6
5,26,30,15,37,4
42,36,1,20,25,10
43,16,4,6,30,9
35,40,6,46,15,7
12,1,32,42,31,1
41,40,28,21,36,10
17,20,15,5,4,5
19,41,5,22,33,1
18,8,5,21,38,7
30,26,48,32,1,10
44,32,25,47,27,7
20,32,9,23,1,1
33,4,12,49,18,9
7,16,48,15,10,7
18,11,41,45,17,2
6,7,39,38,14,7
2,48,16,7,41,8
44,33,5,1,13,2
21,2,48,41,10,6
35,8,6,25,2,8
46,19,33,1,48,4
18,37,17,14,30,5
38,42,1,22,40,7
10,1,42,40,35,5
43,1,37,47,2,8
7,20,35,37,30,6
33,3,47,29,20,4
35,25,18,8,39,9
4,42,29,45,14,8
30,29,17,13,19,9
1,29,45,6,16,5
39,37,34,26,6,7
20,22,44,41,11,8
1,16,20,32,26,7
36,23,45,28,24,3
34,29,41,37,18,5
24,18,19,33,10,4
36,46,38,8,30,1
36,31,1,37,33,6
46,45,8,30,18,1
43,4,39,40,27,8
45,33,20,24,6,6
17,14,2,8,34,7
21,34,27,25,29,3
33,34,19,40,36,5
19,36,20,40,2,2
16,12,45,34,11,9
27,15,16,4,42,4
4,2,48,12,33,9
35,28,46,14,18,1
36,46,29,3,28,10
38,44,20,29,33,8
7,38,16,36,47,6
42,48,32,12,16,9
39,33,12,30,9,4
20,40,30,16,6,3
13,18,8,24,15,6
7,12,4,13,18,9
46,48,14,21,35,1
44,32,8,14,23,8
40,3,35,42,47,7
5,11,20,22,10,3
25,32,35,17,36,7
33,49,44,8,25,1
9,12,40,23,14,8
21,35,19,15,33,4
24,32,22,4,17,8
1,26,18,20,12,2
16,31,6,46,15,5
9,7,14,27,38,9
11,21,39,17,6,7
10,26,45,15,28,9
34,29,45,1,9,5
6,2,44,43,12,5
2,11,21,1,36,1
41,30,17,26,16,9
35,26,45,4,40,3
6,15,24,38,26,5
49,18,28,24,43,7
35,13,7,6,23,2
22,23,35,3,5,7
25,24,44,11,1,3
49,6,25,17,42,6
46,16,20,41,8,8
26,3,2,33,14,7
40,23,30,2,33,1
49,1,9,14,25,10
39,11,5,29,41,7
39,12,38,11,26,10
40,25,2,3,46,9
43,33,32,26,41,10
30,22,5,35,17,2
4,11,38,28,21,7
19,5,41,15,24,5
45,33,16,40,3,4
24,39,11,6,43,4
44,22,33,27,17,9
28,31,23,41,8,7
4,34,40,35,36,5
35,44,29,37,10,4
27,37,19,36,44,3
12,32,29,7,38,1
48,28,9,17,30,7
16,8,17,48,31,4
34,7,43,33,44,9
31,21,37,10,28,8
31,37,24,39,14,7
44,8,24,25,26,5
13,35,30,44,12,2
36,2,7,25,39,4
5,31,21,37,38,6
23,37,8,14,9,7
39,16,19,29,12,8
29,5,24,19,10,1
21,26,37,16,35,8
32,22,17,43,19,1
38,39,3,17,1,1
32,38,26,4,23,2
20,40,46,3,44,4
13,15,3,35,32,1
19,33,29,32,17,2
27,41,23,25,4,1
14,4,38,34,25,9
21,30,8,7,6,3
34,41,48,23,45,7
37,15,9,28,13,2
42,7,36,13,40,2
3,34,2,17,13,9
47,27,25,23,9,3
4,5,20,7,17,3
32,27,8,13,11,4
23,29,40,49,15,5
26,49,45,3,16,9
13,5,43,25,15,10
48,13,15,24,23,7
6,13,40,45,15,4
7,41,31,32,4,9
12,21,39,11,27,9
17,26,39,19,9,10
1,48,13,6,5,9
22,16,11,37,14,1
28,24,3,42,9,9
38,16,32,12,29,8
45,20,21,26,46,3
23,43,22,41,33,4
9,18,3,45,28,5
19,6,38,8,37,2
15,29,42,1,33,7
36,18,37,42,45,8
47,16,10,43,27,2
26,10,9,30,34,2
21,47,24,49,33,3
29,25,14,41,10,4
17,11,41,9,24,6
37,5,1,49,12,7
10,20,18,24,32,9
16,5,46,33,38,5
13,12,34,41,40,7
8,16,44,7,49,6
49,4,40,11,22,5
28,36,42,26,44,4
47,1,45,9,30,10
18,38,5,22,30,2
25,40,21,34,6,7
43,18,17,14,46,2
47,36,42,30,45,5
6,8,42,27,7,1
2,13,19,41,5,5
19,34,26,27,4,6
39,48,19,46,14,2
25,42,1,36,45,7
23,5,2,47,4,7
40,3,7,33,25,1
34,33,18,6,30,2
45,33,7,6,34,3
41,31,40,11,48,5
38,29,20,40,28,9
18,39,2,23,34,6
11,49,36,9,19,6
35,7,32,38,22,6
22,23,45,42,9,8
27,6,16,24,46,5
35,30,10,37,7,6
13,48,40,6,37,7
30,33,22,29,26,9
45,31,15,32,48,5
30,46,47,6,45,6
33,21,37,22,31,4
4,47,21,44,36,3
45,7,11,37,23,4
3,17,31,5,2,9
5,12,32,7,47,6
47,1,2,34,24,1
5,10,25,19,49,8
16,27,39,29,32,5
26,24,11,33,41,9
37,19,32,36,20,4
36,16,4,20,47,8
22,47,45,24,28,2
28,24,36,45,27,8
39,25,16,6,11,6
19,25,12,45,44,10
16,34,28,4,11,1
35,15,48,44,9,6
18,21,19,5,28,2
10,43,6,4,46,10
6,41,16,1,3,1
8,6,27,37,33,7
29,40,39,46,21,8
25,45,20,6,48,7
19,46,17,3,43,5
34,16,21,2,40,7
27,14,37,9,33,7
15,11,9,22,36,8
29,23,41,16,5,1
19,16,46,13,38,7
29,2,41,47,10,1
30,24,5,40,17,7
28,25,24,14,41,5
34,14,11,24,41,5
19,10,32,20,13,2
7,23,11,39,44,8
41,49,1,35,16,4
16,35,37,3,19,3
39,32,24,13,27,2
27,1,47,30,39,4
16,44,25,26,24,1
34,2,40,29,41,6
21,18,47,10,7,1
42,29,38,12,46,9
41,18,40,1,21,6
17,23,37,44,25,9
49,5,34,27,41,7
16,25,14,7,17,7
17,21,43,37,15,2
32,1,49,12,38,8
19,28,43,3,25,9
9,22,43,34,15,4
37,8,1,26,10,4
34,27,22,18,37,3
28,5,22,25,13,10
20,29,26,11,8,9
18,32,40,7,8,5
9,13,2,29,10,9
14,13,18,33,22,7
45,26,33,27,11,2
25,26,42,12,2,7
13,24,2,15,19,5
49,25,12,16,4,4
7,1,10,45,44,9
32,35,42,11,1,4
12,7,10,34,47,7
29,49,34,26,25,6
33,45,17,30,11,6
35,6,38,4,13,3
29,4,6,39,7,3
17,16,14,32,36,6
40,31,38,23,28,3
22,3,1,44,40,3
26,25,4,28,32,5
3,32,6,19,37,2
22,44,40,5,41,6
23,20,30,21,36,9
15,38,41,45,26,3
5,30,17,1,44,1
13,40,37,17,39,6
2,15,7,46,6,5
13,45,1,42,12,4
22,41,5,1,11,7
27,11,40,10,13,7
41,12,6,47,27,3
36,33,15,41,47,5
37,5,7,16,38,3
14,31,1,39,27,6
33,48,20,8,3,10
20,6,16,4,29,1
13,25,14,18,20,6
21,23,12,24,13,6
38,42,35,43,40,4
26,9,34,39,22,1
9,30,13,17,5,3
30,42,38,15,41,3
27,47,40,41,29,7
19,1,35,49,3,9
37,45,23,19,7,10
11,23,48,24,42,2
21,49,22,15,31,1
26,11,3,22,43,6
6,34,22,20,19,5
36,26,18,41,32,4
21,13,26,46,12,10
21,10,37,8,11,9
35,26,29,3,38,1
39,22,32,18,4,4
48,22,10,2,37,4
44,15,20,30,29,7
33,9,34,45,24,6
41,3,48,31,18,10
34,5,3,20,24,3
2,21,13,1,16,2
1,22,45,40,3,1
49,27,15,29,19,1
26,14,31,33,2,10
46,19,45,42,47,8
36,40,27,38,11,8
33,23,3,19,39,2
16,25,1,26,2,9
15,20,45,17,4,9
36,14,49,29,13,6
48,8,18,13,11,8
8,14,43,37,48,5
10,28,4,11,15,4
32,14,49,23,13,1
13,7,31,36,43,9
48,25,16,46,14,10
2,40,4,44,37,5
6,39,31,22,16,7
31,30,28,34,17,3
2,24,3,39,27,8
14,27,11,17,35,4
45,41,33,8,23,1
8,7,19,4,27,1
43,33,39,11,31,10
34,31,9,3,35,5
49,48,5,17,47,6
11,36,10,22,31,1
23,9,22,24,36,5
11,12,46,32,36,6
27,19,12,37,15,3
15,49,24,13,29,3
38,32,10,17,9,3
16,5,49,43,2,7
22,40,1,35,32,8
23,12,47,15,18,6
2,23,8,30,48,5
39,44,48,20,25,6
36,23,1,31,17,4
21,9,33,13,42,4
39,36,29,47,38,8
1,38,19,49,29,8
9,7,44,36,23,7
34,15,26,25,32,4
1,6,12,10,8,8
10,23,2,43,34,5
3,36,30,16,24,9
32,35,17,28,2,2
39,41,16,31,36,5
36,43,42,23,28,4
7,10,28,11,12,8
27,42,33,45,37,2
42,23,13,35,26,5
41,9,37,38,34,5
42,14,21,33,48,1
48,29,1,25,16,1
14,43,26,30,28,8
32,35,31,48,8,1
43,47,38,36,30,5
31,6,49,34,26,1
29,2,42,49,4,2
11,24,1,15,2,9
47,31,16,3,39,1
39,16,6,10,21,5
46,33,31,49,18,1
45,37,22,33,34,5
37,41,27,17,12,10
25,43,18,22,3,7
44,48,13,33,12,7
17,8,23,12,37,2
18,47,11,2,30,5
38,2,13,32,20,10
2,38,44,35,42,9
24,13,47,37,21,7
12,17,46,42,38,8
35,6,2,3,20,1
15,18,17,5,31,7
45,44,32,29,6,7
38,35,23,3,44,8
14,13,18,4,48,10
13,37,27,5,39,3
12,9,20,30,25,5
15,47,16,45,3,7
31,44,21,30,22,7
20,2,7,42,27,5
40,28,27,12,4,1
25,38,14,32,15,3
16,42,36,3,8,3
11,44,33,4,49,9
36,4,41,33,40,6
40,20,46,19,16,4
13,1,27,48,35,7
15,40,1,23,2,4
14,42,5,16,11,3
13,45,18,32,30,2
15,1,28,24,10,5
13,40,41,3,12,7
7,17,22,10,23,5
42,41,7,13,47,5
7,42,39,9,5,3
46,30,12,3,10,2
27,21,19,13,45,2
3,36,47,4,17,4
40,36,38,44,17,1
21,40,49,31,22,4
8,49,29,45,3,9
23,3,8,4,1,8
3,13,4,41,5,9
28,4,27,29,38,2
18,12,1,26,30,9
17,13,15,4,39,4
20,4,19,17,5,10
32,37,43,10,25,3
8,41,20,46,12,1
6,11,7,5,4,10
38,22,3,11,41,7
43,32,18,13,46,5
26,45,18,23,6,6
19,5,38,47,26,7
27,35,42,18,37,3
4,46,41,12,16,6
7,43,23,48,47,9
15,4,31,45,44,6
9,33,10,24,3,6
14,46,31,25,37,4
49,11,26,1,7,5
38,11,37,1,18,4
43,5,14,20,12,3
39,43,10,17,6,3
33,21,26,28,22,5
27,2,23,8,36,9
9,12,43,46,33,10
47,41,9,37,36,8
22,3,18,17,28,6
39,32,44,37,5,5
20,16,40,11,24,5
10,30,45,22,13,1
35,4,27,15,3,2
30,45,32,25,26,5
14,22,47,20,21,9
2,5,3,1,43,9
14,45,34,27,38,3
15,29,38,19,33,3
27,15,35,5,14,10
27,23,16,17,47,1
41,43,9,11,46,8
38,31,35,42,3,8
45,14,26,28,38,5
13,48,3,26,22,7
42,28,37,38,3,8
44,29,11,7,13,2
25,23,4,1,40,2
8,49,42,9,2,3
5,26,14,28,23,6
18,2,21,34,10,2
40,21,28,32,8,9
15,41,18,17,33,9
6,10,22,7,21,5
17,35,24,47,6,8
38,6,33,43,23,1
13,47,22,3,32,6
6,20,31,22,41,8
12,19,1,32,44,3
12,23,37,13,10,7
5,24,7,46,35,3
15,23,27,43,29,10
15,10,16,46,43,1
17,26,34,4,30,9
13,4,24,21,10,5
28,23,3,40,31,1
26,10,11,23,1,8
23,20,32,7,14,4
32,38,36,34,27,7
15,34,22,33,16,9
9,43,3,29,15,8
7,38,23,9,17,5
11,45,44,27,31,2
20,22,40,2,3,7
20,49,40,17,31,6
35,24,10,26,48,1
5,2,33,21,28,10
36,20,21,9,46,6
25,2,49,32,1,6
44,35,32,8,33,9
31,35,40,9,48,1
13,38,2,45,4,2
15,31,41,27,43,7
6,8,49,35,25,1
31,22,37,6,1,7
27,6,44,23,22,3
20,10,13,43,3,5
14,33,44,31,12,8
23,45,6,48,17,1
3,39,6,48,9,4
13,27,6,31,8,7
36,4,12,13,1,4
48,49,36,24,21,5
26,43,6,36,29,8
41,40,30,28,17,7
35,33,40,37,11,4
47,34,12,30,31,10
27,47,4,5,32,5
34,37,10,18,30,2
43,49,46,34,11,3
47,15,46,29,11,3
30,44,42,39,13,9
16,30,29,7,10,5
8,18,36,1,29,9
32,23,9,6,13,4
35,41,40,11,22,7
37,6,16,28,4,8
6,14,49,40,9,3
38,3,9,11,28,1
19,15,44,4,24,1
13,30,33,25,36,9
33,12,24,7,15,6
34,14,32,31,46,3
15,23,16,41,30,8
9,43,15,44,10,5
32,20,22,47,14,5
4,21,17,23,26,2
27,12,11,29,1,2
30,38,4,9,46,10
33,47,14,20,17,1
5,17,25,38,29,2
47,48,20,39,16,4
35,6,9,14,47,9
24,19,35,7,42,3
46,33,15,6,49,1
17,24,28,1,15,10
38,35,4,22,14,5
32,13,15,46,3,5
4,36,40,10,41,10
47,49,9,16,14,7
13,24,33,18,11,7
1,31,38,26,29,5
37,22,46,13,1,9
33,22,9,44,25,3
9,20,35,4,1,8
17,43,23,2,26,3
33,6,43,25,37,1
7,46,31,29,9,8
35,13,16,41,7,1
41,32,33,25,26,3
15,1,23,22,46,9
42,5,12,29,21,2
37,38,2,14,17,1
1,37,25,45,17,9
7,43,33,11,1,1
40,1,30,8,38,6
33,39,25,43,8,8
36,41,45,13,7,5
24,47,21,44,13,3
29,22,17,19,43,8
11,42,9,49,15,3
20,39,33,21,16,2
22,49,28,3,16,4
13,16,18,20,19,2
39,49,23,19,36,3
49,41,9,28,16,5
8,44,14,48,29,7
49,43,46,27,23,6
13,22,40,28,31,9
21,27,9,49,11,5
7,22,8,26,5,2
7,15,18,8,25,6
43,6,46,27,5,7
32,8,46,22,9,8
16,32,44,38,37,3
2,25,44,28,8,4
25,37,7,10,47,10
4,42,37,23,43,7
18,43,16,7,33,5
43,45,21,3,9,1
27,24,16,10,47,5
32,28,47,20,22,6
48,30,5,26,11,1
47,11,15,24,38,6
27,32,12,42,30,7
20,47,49,26,31,10
39,33,43,22,31,10
10,46,2,33,28,8
14,44,28,18,17,2
41,49,42,19,12,8
47,16,11,37,7,10
16,27,41,1,35,1
45,35,24,37,48,2
21,23,19,36,49,4
40,48,15,9,3,10
15,48,23,49,45,2
30,43,48,24,15,7
14,48,44,24,20,10
29,48,42,28,26,1
37,43,31,45,22,5
43,11,14,23,17,10
46,49,32,5,33,1
33,21,49,26,46,1
47,3,35,22,6,1
8,35,29,12,3,1
2,48,40,46,17,10
24,12,17,38,30,7
9,27,26,29,36,5
32,31,44,27,9,8
28,22,27,14,23,4
41,4,35,33,10,5
16,29,31,39,1,2
10,30,18,27,4,1
8,11,12,26,48,6
39,28,3,42,6,5
34,49,9,25,38,1
29,24,4,46,7,10
17,34,27,3,41,4
24,26,35,9,1,4
44,22,17,38,2,8
24,42,16,9,32,3
9,12,29,2,21,7
4,36,11,31,46,10
33,13,49,36,22,4
28,11,2,33,43,1
17,18,36,21,47,6
35,39,20,48,42,2
46,28,21,39,49,1
2,44,41,34,46,2
43,42,9,21,46,6
28,9,35,8,42,6
44,34,25,47,29,9
15,36,28,49,2,3
46,1,24,18,9,7
18,15,1,4,38,6
32,37,16,6,8,7
36,13,44,1,48,2
23,11,43,49,10,10
5,18,26,9,36,9
17,37,23,25,2,7
19,11,8,48,49,7
13,40,2,10,35,1
45,2,1,27,31,8
41,48,18,11,24,2
34,49,36,39,23,8
23,40,26,22,29,5
48,39,24,8,15,8
1,7,38,3,14,5
6,45,19,12,11,10
36,13,24,7,42,4
16,37,18,5,34,5
44,48,7,30,13,7
29,1,39,40,18,2
44,26,18,21,47,3
10,15,43,45,5,9
6,8,31,45,36,9
24,39,2,13,48,1
13,37,48,45,28,9
8,7,22,28,38,10
21,38,32,3,33,10
31,4,14,37,7,8
24,20,31,36,6,4
35,4,14,23,46,7
19,49,31,44,38,3
33,21,41,18,32,9
43,5,23,49,17,4
21,39,5,2,15,10
23,12,15,27,46,6
7,6,41,25,16,5
24,44,18,17,15,6
38,42,28,3,27,9
40,15,16,6,9,6
39,15,23,49,30,5
46,8,26,13,38,2
4,30,13,18,39,1
1,31,11,22,23,1
20,42,43,33,19,5
28,22,7,16,39,7
10,47,20,28,21,6
12,43,7,23,27,6
35,37,41,15,39,4
14,33,39,15,11,6
13,12,3,37,30,8
20,33,46,40,12,6
24,20,22,19,1,6
20,32,36,19,27,7
39,16,47,28,24,9
41,47,22,17,7,6
3,2,29,48,1,9
1,41,13,3,18,1
33,18,19,22,23,1
17,34,23,40,9,9
23,39,36,27,30,2
8,11,7,37,30,3
49,47,42,1,3,7
39,28,15,38,27,10
10,49,26,15,1,7
4,31,11,3,6,1
12,49,8,20,16,5
6,35,36,42,24,2
38,7,48,43,28,5
3,38,1,23,16,3
4,1,21,12,46,8
21,12,20,11,32,4
47,15,49,7,9,7
33,35,40,5,2,4
30,20,16,3,44,4
2,37,43,21,25,9
24,42,4,47,5,6
3,4,38,46,7,2
12,27,38,33,19,7
40,7,21,25,30,1
9,18,43,32,22,1
41,11,4,29,7,4
1,12,23,22,7,4
8,21,4,31,39,2
1,37,17,44,20,8
17,5,12,6,15,1
16,13,1,5,20,2
34,7,27,23,19,7
44,31,7,38,14,1
22,18,33,28,11,2
31,21,8,27,29,10
35,42,7,33,28,10
2,9,17,14,25,9
1,41,32,24,27,9
6,33,17,34,39,5
5,22,31,2,24,6
41,20,16,38,2,9
40,10,29,20,43,7
9,38,18,26,49,8
44,10,18,45,22,6
16,25,14,35,3,3
18,47,7,13,48,4
27,40,3,14,33,9
24,35,45,28,17,6
27,23,44,34,5,1
44,14,26,34,9,9
4,1,23,14,25,10
26,2,20,34,18,1
14,17,35,5,42,1
16,4,10,6,5,3
12,31,32,44,45,2
39,4,8,43,27,3
34,5,28,13,29,4
35,43,9,28,10,8
13,4,3,41,6,8
17,21,22,16,4,1
36,17,42,28,41,4
26,27,49,21,33,7
3,27,41,8,37,2
49,11,41,21,40,4
39,16,46,28,24,4
45,42,27,49,48,7
31,29,41,25,22,5
32,46,13,33,15,10
46,21,32,26,14,6
18,26,47,24,35,1
30,25,34,14,10,9
7,48,5,3,23,7
46,40,6,3,25,4
38,13,33,3,25,3
35,28,15,3,23,10
49,26,35,34,28,4
1,2,26,44,7,9
38,36,49,39,12,10
15,27,48,9,34,6
45,28,22,30,20,3
48,36,13,20,44,1
33,1,23,12,46,1
7,15,11,5,23,1
4,30,29,26,15,3
9,37,21,34,4,2
34,23,49,9,20,8
2,31,49,33,43,9
11,34,38,43,12,3
31,20,45,12,32,8
23,43,37,12,39,8
20,24,30,11,9,1
21,5,2,23,19,7
46,33,10,34,7,6
43,33,48,31,28,7
37,41,27,8,45,6
37,27,30,22,45,3
32,47,45,29,24,10
19,26,23,22,27,2
10,34,15,33,5,7
1,25,10,2,33,4
45,32,15,2,39,10
42,3,39,20,34,2
27,45,35,36,44,2
27,18,20,11,38,6
4,7,11,22,8,5
27,32,5,40,3,9
36,15,24,2,22,8
7,9,29,25,10,6
41,29,14,48,8,10
45,14,41,25,16,10
15,4,21,30,36,4
3,14,34,31,22,7
47,21,48,39,40,5
28,40,10,23,43,9
46,23,29,21,16,4
12,24,18,44,16,4
35,46,10,1,14,8
17,13,31,3,46,5
4,16,34,22,49,10
20,43,47,27,10,3
4,38,12,31,41,8
6,31,40,18,36,7
40,7,41,38,46,5
39,8,13,49,10,10
5,40,15,20,28,10
32,47,10,35,3,3
39,38,7,32,26,9
2,46,27,37,5,4
5,42,1,19,13,3
47,11,29,4,9,8
49,40,21,10,44,2
37,39,9,33,11,8
8,29,36,25,11,2
47,22,24,12,38,1
11,5,20,30,24,8
26,38,14,21,27,4
36,47,17,49,37,10
33,27,2,41,4,5
5,27,2,35,48,3
41,46,2,22,26,5
49,44,31,13,33,9
48,5,15,2,27,8
24,38,8,42,31,7
41,38,10,35,11,3
29,15,1,31,11,8
48,2,5,13,24,4
26,29,34,42,31,10
32,15,19,37,38,1
18,36,20,32,22,7
49,11,13,25,28,5
43,36,31,30,17,8
45,12,30,36,20,6
34,26,37,41,2,4
1,6,19,23,41,6
41,10,48,43,22,3
45,35,34,40,23,5
12,9,21,45,38,6
25,35,33,5,22,9
47,4,38,15,8,7
26,2,23,20,24,8
22,4,27,36,45,3
43,28,22,41,49,4
46,37,44,4,6,2
13,11,22,46,19,3
11,28,12,48,14,2
43,7,48,31,15,3
44,35,4,32,39,10
49,28,18,20,40,1
11,10,41,37,48,4
46,22,10,39,20,4
24,48,32,41,22,1
19,33,41,24,27,9
41,1,18,16,13,3
46,13,48,2,22,1
46,17,36,35,18,4
11,30,44,13,20,9
49,44,31,33,40,1
13,42,40,48,3,4
36,23,24,31,32,8
19,30,5,18,35,2
16,48,18,24,6,9
27,16,12,37,10,9
14,39,17,44,36,5
19,4,2,35,11,5
30,2,38,16,31,5
33,37,32,35,49,3
43,2,33,23,47,2
18,15,12,19,40,5
7,1,26,22,15,3
36,20,42,34,29,4
15,42,41,44,8,10
16,6,36,5,3,10
42,35,31,32,13,5
28,23,18,26,19,9
35,19,6,27,14,10
42,2,44,28,5,8
16,12,27,30,2,2
25,2,4,7,35,3
6,2,44,33,21,4
47,21,25,19,38,4
14,25,47,7,42,5
4,21,46,27,47,6
23,31,15,38,17,4
17,3,38,1,25,8
14,31,7,28,2,3
1,21,28,8,37,2
45,17,27,48,34,2
31,30,9,20,34,10
37,4,12,9,18,3
26,28,36,29,5,4
5,45,22,26,33,9
10,4,5,23,7,4
32,18,8,36,30,5
6,29,3,47,21,3
25,28,39,47,31,8
39,25,10,32,40,10
28,37,44,11,7,3
21,17,29,35,18,6
26,4,27,47,28,8
10,1,19,13,3,4
27,18,49,37,48,10
7,21,29,35,47,6
26,11,38,20,33,10
13,6,2,27,12,10
39,38,8,31,45,8
38,23,41,3,17,3
46,42,1,4,3,3
4,47,43,30,7,10
33,16,1,32,45,6
13,20,10,25,27,2
45,46,4,36,18,5
20,49,31,12,13,2
2,13,20,30,37,6
25,31,45,38,3,9
9,24,18,49,39,8
14,41,9,10,45,1
28,47,26,38,17,7
42,12,9,41,33,1
35,26,13,45,20,3
36,48,14,13,6,2
33,13,28,18,42,9
42,47,2,13,43,10
1,48,27,49,37,1
32,14,43,29,41,1
19,4,10,42,46,5
38,44,46,27,42,1
15,24,37,40,41,4
24,44,34,19,45,2
2,16,4,20,35,5
23,38,5,24,35,3
38,18,3,24,29,9
26,48,25,16,34,8
33,43,39,6,29,2
27,17,26,25,33,2
3,11,35,13,15,3
39,7,21,29,5,7
4,30,15,49,45,3
29,17,34,48,8,3
32,44,40,17,38,6
17,9,1,24,46,8
22,23,14,42,16,5
24,9,26,15,13,9
19,26,13,27,24,7
16,38,18,45,10,3
32,14,35,46,11,10
15,44,41,3,2,3
49,45,25,10,19,1
46,47,23,22,24,2
12,1,40,28,26,6
13,3,21,2,40,8
38,23,45,24,44,6
33,19,1,31,22,1
29,5,20,8,32,3
25,24,16,6,5,1
32,47,43,35,15,10
14,23,15,44,46,5
4,15,11,36,33,2
46,42,38,25,16,9
14,1,34,19,4,2
7,44,37,48,38,7
3,45,13,4,44,5
25,29,8,34,15,1
18,9,11,33,7,9
8,7,25,11,46,7
43,41,29,14,7,3
43,15,13,48,25,5
47,40,45,42,3,9
4,15,21,26,22,10
40,12,37,24,42,1
32,27,5,7,35,3
20,47,15,11,30,9
37,15,30,6,47,6
30,14,12,16,42,2
25,17,41,24,38,10
17,26,30,47,20,6
37,10,39,16,34,7
15,11,10,1,31,3
35,33,44,1,11,10
19,24,11,34,25,8
6,19,46,21,15,10
1,19,12,31,7,10
48,18,40,7,6,7
36,12,29,2,26,7
43,24,34,27,14,10
26,30,42,38,12,5
45,9,5,24,11,10
10,22,34,43,46,2
44,46,31,11,22,5
21,3,25,10,11,3
2,9,25,35,30,9
38,1,3,32,30,6
39,21,45,12,44,5
8,34,16,13,37,10
25,38,11,29,14,8
6,19,41,17,18,9
1,15,9,19,39,5
15,6,3,23,39,2
3,38,30,10,15,6
36,30,34,14,21,2
15,11,5,22,10,5
22,45,20,21,23,10
33,46,21,20,28,7
42,20,27,22,12,7
36,41,15,49,48,5
13,14,37,21,15,7
20,43,18,44,30,7
33,27,3,20,6,8
9,11,39,29,32,8
6,29,8,9,39,2
34,14,2,28,38,4
9,42,24,43,22,7
26,21,36,29,35,9
28,45,34,36,9,6
10,4,29,19,47,6
7,17,31,12,48,8
33,13,7,2,41,1
8,14,25,19,49,5
1,36,45,4,22,8
5,24,38,29,4,3
46,1,4,23,24,2
49,39,8,48,1,9
31,24,11,20,32,8
6,1,40,7,2,4
31,7,15,10,17,4
40,18,15,36,10,3
12,30,17,8,6,3
14,37,39,18,38,9
15,42,4,27,25,5
43,42,8,15,26,5
11,26,1,46,13,5
11,33,24,35,4,9
27,20,19,46,38,10
6,19,22,34,20,10
7,39,34,6,15,1
18,2,15,1,41,10
32,35,11,41,42,6
17,45,19,40,31,1
40,17,24,18,10,2
29,6,15,44,16,3
16,42,12,6,40,3
15,48,42,18,40,10
33,37,31,16,49,8
40,21,47,27,6,8
10,19,21,2,40,6
41,27,44,46,14,5
5,19,29,15,24,8
30,4,37,32,23,6
41,23,9,32,38,3
47,15,45,35,17,4
33,7,13,41,43,2
7,23,13,18,21,10
35,27,22,20,30,3
7,20,41,40,11,6
44,18,9,28,1,10
18,26,27,43,35,7
36,31,9,16,3,1
47,37,45,3,20,3
11,46,1,22,42,4
9,21,19,36,40,1
41,3,34,11,10,10
41,23,16,20,45,5
48,38,36,45,16,8
5,36,23,29,45,7
26,11,9,41,8,10
14,9,21,13,32,5
41,32,49,10,36,10
43,33,8,30,6,3
34,2,7,13,44,8
35,17,8,43,19,9
20,48,15,29,49,1
44,41,49,25,14,4
7,16,5,9,12,10
43,5,33,6,47,2
8,38,48,16,35,2
18,13,31,7,35,4
4,44,41,36,33,6
35,10,25,21,23,10
26,24,2,43,3,8
14,29,3,36,25,9
20,4,46,16,5,5
5,47,30,45,12,9
44,37,7,23,41,8
40,33,23,1,5,8
6,23,9,47,5,10
10,23,35,34,5,6
43,13,10,23,46,6
9,30,47,41,15,5
8,1,14,10,21,10
43,48,49,36,7,7
36,14,40,31,47,2
21,23,5,10,36,1
2,33,20,29,32,8
26,20,2,11,39,5
18,11,38,17,46,8
16,25,6,21,26,5
24,5,49,36,1,7
40,46,32,17,1,8
1,32,20,28,42,6
26,34,10,45,7,7
19,40,22,45,36,6
28,34,18,13,14,2
42,2,41,18,31,8
43,39,15,5,45,10
27,17,37,10,4,10
31,11,44,35,26,9
31,45,21,30,29,2
20,15,27,46,24,10
48,43,36,30,13,9
36,46,13,4,3,10
27,7,10,38,13,8
5,47,23,21,18,6
13,6,18,36,37,5
44,38,25,17,41,9
3,4,8,2,31,9
42,5,49,31,28,7
13,34,39,42,37,3
12,6,9,31,43,3
12,41,2,28,16,1
32,9,8,29,28,2
49,48,14,22,38,9
13,3,44,19,5,4
27,35,48,3,32,9
19,31,2,40,42,5
44,13,17,48,33,3
7,29,1,30,45,7
22,9,23,38,13,4
29,26,16,4,49,1
11,32,27,36,21,6
45,10,9,34,39,10
9,37,35,23,28,5
